DegType	CellType	Network	OverlapCount	DegCount	IntCount	PopCount	Pvalue	OverlapGenes
Up-regulated DEGs	Ex-L5-6CCa:114	CUL3	3	13	62	312	0.495942632146331	RAB3A,HSP90AB1,EEF1A2
Up-regulated DEGs	Ex-L5-6CCa:114	HCN1	3	20	363	1225	0.962929576845975	DNER,ADGRL3,NBEA
Up-regulated DEGs	Ex-L5-6CCa:114	RIMS1	5	17	156	641	0.400417241196216	PLEKHA5,CLU,KCTD16,RAB3A,LSAMP
Up-regulated DEGs	Ex-L5-6CCa:114	SYNGAP1	6	18	175	917	0.109368892864966	NAV3,TMEM132A,ATP6AP1,ATP6V1F,LY6H,SYN2
Up-regulated DEGs	Ex-L5-6CCa:114	TCF4	0	5	26	446	1	
Up-regulated DEGs	Ex-L5-6CCb:98	All combined	4	12	431	1668	0.377195498180513	SCN3A,CLU,EPHA7,MAGI3
Up-regulated DEGs	Ex-L5-6CCb:98	Week 2	1	6	179	923	0.726774173425879	ADGRL3
Up-regulated DEGs	Ex-L5-6CCb:98	Week 3	5	13	236	1300	0.0692046260709272	ROBO1,EPHA7,ADGRL3,SCN3A,ROBO2
Up-regulated DEGs	Ex-L5-6CCb:98	Week 4	6	12	364	1119	0.160787334733615	ROBO1,PKP4,SCN3A,CLU,EPHA7,ROBO2
Up-regulated DEGs	Ex-L5-6CCb:98	Week 7	6	11	386	1194	0.106523687755711	ADGRL3,LRBA,SCN3A,EPHA7,MAGI3,ROBO2
Up-regulated DEGs	Ex-L5-6CCb:98	CACNA1C	3	13	300	1465	0.516417256229675	SCN3A,EPHA7,ROBO2
Up-regulated DEGs	Ex-L5-6CCb:98	CUL3	0	1	62	312	1	
Up-regulated DEGs	Ex-L5-6CCb:98	HCN1	5	14	363	1225	0.403592208454218	ADGRL3,LRBA,SCN3A,EPHA7,MAGI3
Up-regulated DEGs	Ex-L5-6CCb:98	RIMS1	2	2	156	641	0.0589411076443057	CLU,LSAMP
Up-regulated DEGs	Ex-L5-6CCb:98	SYNGAP1	2	4	175	917	0.166544287112544	PKP4,SYN3
Up-regulated DEGs	Ex-L5-6CCb:98	TCF4	0	2	26	446	1	
Up-regulated DEGs	In-Rosehip:45	All combined	4	9	431	1668	0.181209004411355	CNTNAP5,EPHA6,CLU,KHDRBS2
Up-regulated DEGs	In-Rosehip:45	Week 2	0	9	179	923	1	
Up-regulated DEGs	In-Rosehip:45	Week 3	0	8	236	1300	1	
Up-regulated DEGs	In-Rosehip:45	Week 4	3	9	364	1119	0.603497681215067	CNTNAP5,CLU,KHDRBS2
Up-regulated DEGs	In-Rosehip:45	Week 7	3	10	386	1194	0.677739428354515	CNTNAP5,PTPRD,EPHA6
Up-regulated DEGs	In-Rosehip:45	CACNA1C	3	12	300	1465	0.458834750453188	CNTNAP5,PTPRD,EPHA6
Up-regulated DEGs	In-Rosehip:45	CUL3	2	4	62	312	0.177831034822263	HSP90AB1,TUBA1B
Up-regulated DEGs	In-Rosehip:45	HCN1	4	13	363	1225	0.568607300849121	CLASP1,CNTNAP5,PTPRD,EPHA6
Up-regulated DEGs	In-Rosehip:45	RIMS1	3	8	156	641	0.304436379864974	CLU,PTPRD,LSAMP
Up-regulated DEGs	In-Rosehip:45	SYNGAP1	2	12	175	917	0.700086815174795	KHDRBS2,SYN3
Up-regulated DEGs	In-Rosehip:45	TCF4	0	2	26	446	1	
Up-regulated DEGs	In-VIP:28	All combined	2	4	431	1668	0.275843527759229	EPHA6,MEF2C
Up-regulated DEGs	In-VIP:28	Week 2	0	4	179	923	1	
Up-regulated DEGs	In-VIP:28	Week 3	2	5	236	1300	0.225198169653041	MEF2C,APP
Up-regulated DEGs	In-VIP:28	Week 4	1	3	364	1119	0.69324742962306	APP
Up-regulated DEGs	In-VIP:28	Week 7	2	4	386	1194	0.389521790580215	EPHA6,APP
Up-regulated DEGs	In-VIP:28	CACNA1C	3	6	300	1465	0.104416059130964	EPHA6,MEF2C,APP
Up-regulated DEGs	In-VIP:28	CUL3	1	1	62	312	0.198717948717949	HSP90AA1
Up-regulated DEGs	In-VIP:28	HCN1	1	4	363	1225	0.755326540340821	EPHA6
Up-regulated DEGs	In-VIP:28	RIMS1	0	1	156	641	1	
Up-regulated DEGs	In-VIP:28	SYNGAP1	0	1	175	917	1	
Up-regulated DEGs	In-VIP:28	TCF4	0	0	26	446	1	
Up-regulated DEGs	In-Reelin:36	All combined	5	9	431	1668	0.055265578102581	PTPRG,CNKSR2,CLU,SCN9A,KHDRBS2
Up-regulated DEGs	In-Reelin:36	Week 2	0	3	179	923	1	
Up-regulated DEGs	In-Reelin:36	Week 3	1	5	236	1300	0.633352705282242	SCN9A
Up-regulated DEGs	In-Reelin:36	Week 4	5	9	364	1119	0.131871397247032	PTPRG,CNKSR2,CLU,SCN9A,KHDRBS2
Up-regulated DEGs	In-Reelin:36	Week 7	2	7	386	1194	0.718438373594809	PTPRG,SCN9A
Up-regulated DEGs	In-Reelin:36	CACNA1C	2	8	300	1465	0.511057206599204	PTPRG,SCN9A
Up-regulated DEGs	In-Reelin:36	CUL3	0	2	62	312	1	
Up-regulated DEGs	In-Reelin:36	HCN1	2	7	363	1225	0.663433164571885	PTPRG,SCN9A
Up-regulated DEGs	In-Reelin:36	RIMS1	1	3	156	641	0.56749078061714	CLU
Up-regulated DEGs	In-Reelin:36	SYNGAP1	3	4	175	917	0.0235467487088684	CNKSR2,KHDRBS2,SYN3
Up-regulated DEGs	In-Reelin:36	TCF4	0	1	26	446	1	
Up-regulated DEGs	In-PV (Basket):103	All combined	7	15	431	1668	0.0655066312652349	ARHGEF12,PLCB1,NBEA,EPHA6,CNKSR2,CLU,EPHA7
Up-regulated DEGs	In-PV (Basket):103	Week 2	2	13	179	923	0.751701456998075	PLCB1,ADGRL3
Up-regulated DEGs	In-PV (Basket):103	Week 3	4	13	236	1300	0.197283319184472	PLCB1,EPHA7,ADGRL2,ADGRL3
Up-regulated DEGs	In-PV (Basket):103	Week 4	7	12	364	1119	0.0577327293799321	ARHGEF12,PKP4,PLCB1,MAPRE2,CNKSR2,CLU,EPHA7
Up-regulated DEGs	In-PV (Basket):103	Week 7	8	12	386	1194	0.0149850676988346	PLCB1,ADGRL3,NBEA,LRBA,PTPRD,EPHA6,EPHA7,ADGRL2
Up-regulated DEGs	In-PV (Basket):103	CACNA1C	6	16	300	1465	0.0886545121494618	ARHGEF12,PLCB1,PTPRD,EPHA6,EPHA7,ADGRL2
Up-regulated DEGs	In-PV (Basket):103	CUL3	2	5	62	312	0.259411594347442	CAMK2D,CTNNA2
Up-regulated DEGs	In-PV (Basket):103	HCN1	8	17	363	1225	0.0969253976168195	PLCB1,ADGRL3,NBEA,LRBA,PTPRD,EPHA6,EPHA7,ADGRL2
Up-regulated DEGs	In-PV (Basket):103	RIMS1	6	10	156	641	0.0164996229932917	PLEKHA5,CLU,MAPRE2,CAMK2D,PTPRD,LSAMP
Up-regulated DEGs	In-PV (Basket):103	SYNGAP1	4	10	175	917	0.104143696599918	CNKSR2,PKP4,MAPRE2,SYN3
Up-regulated DEGs	In-PV (Basket):103	TCF4	0	3	26	446	1	
Up-regulated DEGs	In-PV (Chandelier):80	All combined	3	10	431	1668	0.499752298538593	CROCC,EPHA6,CNKSR2
Up-regulated DEGs	In-PV (Chandelier):80	Week 2	0	7	179	923	1	
Up-regulated DEGs	In-PV (Chandelier):80	Week 3	2	9	236	1300	0.506749951371848	UBASH3B,CROCC
Up-regulated DEGs	In-PV (Chandelier):80	Week 4	3	9	364	1119	0.603497681215067	PKP4,UBASH3B,CNKSR2
Up-regulated DEGs	In-PV (Chandelier):80	Week 7	2	6	386	1194	0.629212027827916	PTPRD,EPHA6
Up-regulated DEGs	In-PV (Chandelier):80	CACNA1C	3	11	300	1465	0.398520894561293	CROCC,PTPRD,EPHA6
Up-regulated DEGs	In-PV (Chandelier):80	CUL3	1	5	62	312	0.672329590304803	CAMK2D
Up-regulated DEGs	In-PV (Chandelier):80	HCN1	2	8	363	1225	0.738257302124403	PTPRD,EPHA6
Up-regulated DEGs	In-PV (Chandelier):80	RIMS1	4	8	156	641	0.103493640533829	TNIK,CAMK2D,YWHAG,PTPRD
Up-regulated DEGs	In-PV (Chandelier):80	SYNGAP1	4	7	175	917	0.0278364010475587	CNKSR2,PKP4,TNIK,SYN3
Up-regulated DEGs	In-PV (Chandelier):80	TCF4	0	2	26	446	1	
Up-regulated DEGs	In-SST:59	All combined	1	9	431	1668	0.932658323024747	CLU
Up-regulated DEGs	In-SST:59	Week 2	2	8	179	923	0.479317653963013	ADGRL3,MIB1
Up-regulated DEGs	In-SST:59	Week 3	2	9	236	1300	0.506749951371848	ADGRL3,MIB1
Up-regulated DEGs	In-SST:59	Week 4	1	8	364	1119	0.957570641788956	CLU
Up-regulated DEGs	In-SST:59	Week 7	3	8	386	1194	0.507174140420546	GNAS,ADGRL3,MIB1
Up-regulated DEGs	In-SST:59	CACNA1C	0	8	300	1465	1	
Up-regulated DEGs	In-SST:59	CUL3	2	5	62	312	0.259411594347442	GNAS,HSP90AA1
Up-regulated DEGs	In-SST:59	HCN1	1	8	363	1225	0.940465547570195	ADGRL3
Up-regulated DEGs	In-SST:59	RIMS1	2	5	156	641	0.353159233477505	PLEKHA5,CLU
Up-regulated DEGs	In-SST:59	SYNGAP1	0	4	175	917	1	
Up-regulated DEGs	In-SST:59	TCF4	0	3	26	446	1	
Up-regulated DEGs	Ast:76	All combined	4	16	431	1668	0.625647443620248	ARHGEF12,MED12L,CLU,NEO1
Up-regulated DEGs	Ast:76	Week 2	0	15	179	923	1	
Up-regulated DEGs	Ast:76	Week 3	0	13	236	1300	1	
Up-regulated DEGs	Ast:76	Week 4	4	14	364	1119	0.719116951827128	ARHGEF12,MED12L,CLU,NEO1
Up-regulated DEGs	Ast:76	Week 7	2	11	386	1194	0.915739770913888	NEO1,PTGES3
Up-regulated DEGs	Ast:76	CACNA1C	3	15	300	1465	0.620777095818174	ARHGEF12,MED12L,NEO1
Up-regulated DEGs	Ast:76	CUL3	3	6	62	312	0.0953204037715521	CAMK2D,HSP90AB1,HSP90AA1
Up-regulated DEGs	Ast:76	HCN1	3	18	363	1225	0.937469978412208	MARK3,NEO1,PTGES3
Up-regulated DEGs	Ast:76	RIMS1	2	10	156	641	0.74290875590394	CLU,CAMK2D
Up-regulated DEGs	Ast:76	SYNGAP1	0	11	175	917	1	
Up-regulated DEGs	Ast:76	TCF4	0	3	26	446	1	
Up-regulated DEGs	OPC:38	All combined	1	6	431	1668	0.834164455950642	IL6ST
Up-regulated DEGs	OPC:38	Week 2	0	5	179	923	1	
Up-regulated DEGs	OPC:38	Week 3	0	8	236	1300	1	
Up-regulated DEGs	OPC:38	Week 4	1	5	364	1119	0.860778302051274	PDE4B
Up-regulated DEGs	OPC:38	Week 7	2	6	386	1194	0.629212027827916	IL6ST,PIP4K2A
Up-regulated DEGs	OPC:38	CACNA1C	1	8	300	1465	0.840866848016267	IL6ST
Up-regulated DEGs	OPC:38	CUL3	1	2	62	312	0.358459065050705	HSP90AA1
Up-regulated DEGs	OPC:38	HCN1	1	5	363	1225	0.828067298617874	IL6ST
Up-regulated DEGs	OPC:38	RIMS1	2	7	156	641	0.539304516745533	HNRNPU,FXR1
Up-regulated DEGs	OPC:38	SYNGAP1	0	6	175	917	1	
Up-regulated DEGs	OPC:38	TCF4	0	3	26	446	1	
Up-regulated DEGs	Oli:48	All combined	3	6	431	1668	0.182583833095355	ANKRD28,CCP110,PEX5L
Up-regulated DEGs	Oli:48	Week 2	2	6	179	923	0.329690901787711	ANKRD28,PEX5L
Up-regulated DEGs	Oli:48	Week 3	3	6	236	1300	0.0770648632856856	ANKRD28,ROBO1,PEX5L
Up-regulated DEGs	Oli:48	Week 4	3	4	364	1119	0.10369850425697	ANKRD28,ROBO1,PEX5L
Up-regulated DEGs	Oli:48	Week 7	3	5	386	1194	0.194788827076616	CCP110,PEX5L,GNAO1
Up-regulated DEGs	Oli:48	CACNA1C	0	3	300	1465	1	
Up-regulated DEGs	Oli:48	CUL3	1	2	62	312	0.358459065050705	GNAO1
Up-regulated DEGs	Oli:48	HCN1	3	6	363	1225	0.248526175295779	ANKRD28,CCP110,PEX5L
Up-regulated DEGs	Oli:48	RIMS1	0	3	156	641	1	
Up-regulated DEGs	Oli:48	SYNGAP1	0	2	175	917	1	
Up-regulated DEGs	Oli:48	TCF4	0	1	26	446	1	
Up-regulated DEGs	Mic:126	All combined	1	12	431	1668	0.97270620619676	C1QC
Up-regulated DEGs	Mic:126	Week 2	1	10	179	923	0.885559788320342	GNA13
Up-regulated DEGs	Mic:126	Week 3	1	12	236	1300	0.910657827933989	UBASH3B
Up-regulated DEGs	Mic:126	Week 4	3	6	364	1119	0.303501443080837	UBASH3B,GNA13,C1QC
Up-regulated DEGs	Mic:126	Week 7	1	10	386	1194	0.98022123092031	RAB7A
